"assigned","ref_c","ref_reg","ref_yr","DOY_074","DOY_079","DOY_084","DOY_089","DOY_094","DOY_099","DOY_104","DOY_109","DOY_114","DOY_119","DOY_124","DOY_129","DOY_134","DOY_139","DOY_144","DOY_149","DOY_154","DOY_159","DOY_164","DOY_169","DOY_174","DOY_179","DOY_184","DOY_189","DOY_194","DOY_199","DOY_204","DOY_209","DOY_214","DOY_219","DOY_224","DOY_229","DOY_234","DOY_239","DOY_244","DOY_249","DOY_254","DOY_max"
1,"AT","AT",2001,0.444735556486602,0.472291301673649,0.506537141815493,0.544464378379205,0.583499285650338,0.621478226666222,0.656622769149315,0.687514801440505,0.713071648432469,0.732521187502967,0.745376964448192,0.751413309416076,0.750640452839636,0.743279641370275,0.729738253811158,0.710584917050478,0.686524621994802,0.658373839502441,0.627035636316696,0.593474790999249,0.558692909863486,0.523703542907791,0.489507299748874,0.457066965555109,0.427282616979924,0.400966738094991,0.378819336323615,0.361403058374193,0.349118306173243,0.342178352799114,0.340584458414862,NA,NA,NA,NA,NA,NA,130.777299925206
2,"AT","AT",2001,0.297553505038415,0.30234532790184,0.302857834698789,0.301286722768519,0.299461408002928,0.298868174687276,0.300673325340882,0.305746330557841,0.314682978847714,0.327828526476252,0.345300847306091,0.367013582637473,0.392699291048933,0.421932598238033,0.454153346862023,0.488689746378599,0.524781522886596,0.561603068966659,0.598286593522007,0.633945271619101,0.667696394328343,0.698684518564813,0.726104616928974,0.749225227547372,0.767411603913285,0.780148864727546,0.7870651437392,0.787954739586095,0.782801265635842,0.771800799826198,0.755385034506151,NA,NA,NA,NA,NA,NA,207.293855743544
1,"AT","AT",2002,0.336297901312484,0.354524731190898,0.388250675787667,0.432408359021009,0.482611765327464,0.535118356645228,0.586791189397548,0.635061031476072,0.677888479224252,0.713726074420684,0.741480421262501,0.760474303348717,0.770408800663632,0.771325406560161,0.763568144743279,0.747745686253307,0.724693466449303,0.695435801992506,0.661148007829586,0.623118514176108,0.582710983499902,0.541326427504386,0.500365324111934,0.461189734447263,0.425085419820921,0.39322395871242,0.366624863753724,0.34611769871282,0.33230419547662,0.325520371034943,0.325798644463175,NA,NA,NA,NA,NA,NA,137.132462983601
2,"AT","AT",2002,0.264470625097597,0.254936579645772,0.249885813510148,0.249559511437203,0.254065241580141,0.263387721888571,0.277399586498168,0.295872152120348,0.31848618443193,0.344842664464812,0.374473554995632,0.406852566935445,0.441405925719385,0.477523137696339,0.514567756518607,0.551888149531582,0.588828264163416,0.624738394314678,0.65898594674804,0.690966207477933,0.720113108160215,0.745909992481849,0.767900382550569,0.785698745284546,0.799001258802046,0.807596578811125,0.811376604999291,0.810347247423128,0.80463919289805,0.794518671387867,0.780398222394574,NA,NA,NA,NA,NA,NA,205.444936358605
1,"AT","AT",2003,0.269394125043825,0.231345922729828,0.224587108006215,0.241829695810595,0.276640914024795,0.323399173754522,0.377250039609124,0.434062199981269,0.490383437326716,0.543396598443983,0.590875564754105,0.631141222580306,0.663017433427769,0.685787004263295,0.699147657795125,0.703168002752536,0.6982435041656,0.685052453644985,0.66451193966152,0.637733817826036,0.605980681169083,0.570621830420582,0.533089244289547,0.494833549743814,0.45727999228992,0.421784406252508,0.389589185054204,0.361779251495578,0.339238028034274,0.322603407065507,0.312223721200871,NA,NA,NA,NA,NA,NA,149.093790866768
2,"AT","AT",2003,0.264518533628634,0.23499928439708,0.219411027776097,0.216008730445792,0.223118503295062,0.239139545573961,0.262546089046081,0.291889342140917,0.325799434106249,0.362987359160508,0.402246920645158,0.44245667517706,0.482581876800854,0.52167642114132,0.558884789555775,0.593443993286421,0.624685517612728,0.65203726600382,0.675025504270823,0.69327680471926,0.706519990301422,0.714588078768732,0.717420226824122,0.715063674274402,0.707675688182661,0.695525507020599,0.67899628482092,0.658587035329729,0.634914576158842,0.608715472938252,0.580847983468399,NA,NA,NA,NA,NA,NA,183.553191489362
1,"AT","AT",2004,0.318949772216109,0.297012017696113,0.300674762123309,0.324082013797935,0.362023814876435,0.409905520059635,0.463717075280976,0.520002296394645,0.575828147863868,0.628754021448973,0.676801014895729,0.718421210623421,0.752466954413113,0.77816013409581,0.795061458240705,0.803039734843306,0.802241150013674,0.793058546664588,0.776100703199778,0.752161612202104,0.722189759121703,0.687257400964298,0.648529844979252,0.607234727347904,0.564631291871626,0.521979668660147,0.48051015281964,0.441392483141024,0.405705120788001,0.374404527985392,0.348294446707414,NA,NA,NA,NA,NA,NA,151.88972667295
2,"AT","AT",2004,0.23840003603468,0.255717514388231,0.266557635318031,0.273455957190679,0.278538831092793,0.283549614711939,0.289874886217515,0.298570658141698,0.310388591260301,0.325802208473757,0.345033108687943,0.368077180695167,0.394730817055033,0.42461712797537,0.457212155193115,0.491871085855265,0.527854466399753,0.564354416436387,0.600520842627729,0.635487652570016,0.668398968674107,0.698435342046313,0.7248399663694,0.746944891783419,0.764197238766672,0.776185412016585,0.782665314330658,0.783586560487312,0.779118691126896,0.769677386632521,0.755950681010912,NA,NA,NA,NA,NA,NA,207.950021542439
1,"AT","AT",2005,0.356833612525347,0.317234712872587,0.310796101638252,0.329523479855767,0.366388099976085,0.415275883203921,0.470936536834104,0.528932671587829,0.585588918949017,0.63794104850056,0.683685085260663,0.721126427019099,0.749128961673554,0.767064184565874,0.774760315818474,0.772451417670502,0.760726511814182,0.740478696731217,0.712854265028902,0.679201820776574,0.641021396841905,0.599913572227128,0.557528589405341,0.515515471656822,0.475471140405506,0.438889532554932,0.407110717824727,0.381270016087174,0.362247114702851,0.350615185857809,0.346590003898845,NA,NA,NA,NA,NA,NA,145.185119047619
2,"AT","AT",2005,0.234330422595735,0.253339610906468,0.265387590266,0.273084132625587,0.278628686719858,0.283836064844695,0.290162129635062,0.298729480842875,0.310353142114831,0.325566247770282,0.344645729579068,0.36763800353939,0.394384656655638,0.424548133716268,0.457637424071612,0.493033748411777,0.530016245544485,0.567787659172883,0.605500024673467,0.642280355873876,0.677256331830743,0.709581983607581,0.738463381052629,0.763184319576698,0.783132006930957,0.797822749984915,0.806927641504215,0.810298246928359,0.807992291148843,0.800299345286638,0.787766513470476,NA,NA,NA,NA,NA,NA,208.551267916207
